Gene id	TF family	Protein have DBD
ENSG00000198131	zf-C2H2	ENSP00000469635;ENSP00000472721;ENSP00000269829;ENSP00000471684;ENSP00000394341;ENSP00000469514;
ENSG00000251369	zf-C2H2	ENSP00000469679;ENSP00000469580;ENSP00000422344;ENSP00000446224;ENSP00000445978;ENSP00000469537;
ENSG00000197782	zf-C2H2	ENSP00000469786;ENSP00000400997;ENSP00000341507;ENSP00000472189;ENSP00000387705;
ENSG00000188171	zf-C2H2	ENSP00000469958;
ENSG00000178150	zf-C2H2	ENSP00000469998;ENSP00000318898;ENSP00000472747;ENSP00000471727;
ENSG00000213799	zf-C2H2	ENSP00000470005;ENSP00000388311;
ENSG00000121413	zf-C2H2	ENSP00000470123;ENSP00000468934;ENSP00000412253;ENSP00000392653;ENSP00000240727;
ENSG00000262918	zf-C2H2	ENSP00000470161;ENSP00000458702;
ENSG00000197134	zf-C2H2	ENSP00000470209;
ENSG00000196267	zf-C2H2	ENSP00000470239;ENSP00000325038;
ENSG00000269334	zf-C2H2	ENSP00000470287;ENSP00000469843;ENSP00000471026;
ENSG00000181894	zf-C2H2	ENSP00000470323;ENSP00000470008;ENSP00000350773;ENSP00000439527;
ENSG00000204604	zf-C2H2	ENSP00000470381;ENSP00000379690;ENSP00000445669;
ENSG00000256087	zf-C2H2	ENSP00000470488;ENSP00000221315;
ENSG00000267908	zf-C2H2	ENSP00000470691;
ENSG00000197124	zf-C2H2	ENSP00000470718;ENSP00000380348;ENSP00000380351;ENSP00000351324;ENSP00000471717;
ENSG00000197608	zf-C2H2	ENSP00000470746;ENSP00000374185;ENSP00000353060;ENSP00000471190;ENSP00000415453;
ENSG00000170949	zf-C2H2	ENSP00000470961;ENSP00000470573;ENSP00000406201;ENSP00000409597;ENSP00000469393;
ENSG00000204611	zf-C2H2	ENSP00000471000;
ENSG00000167785	zf-C2H2	ENSP00000471277;ENSP00000410703;ENSP00000301475;
ENSG00000269162	zf-C2H2	ENSP00000471278;ENSP00000470234;
ENSG00000267894	zf-C2H2	ENSP00000471308;ENSP00000471892;
ENSG00000197619	zf-C2H2	ENSP00000471549;ENSP00000375672;ENSP00000471041;ENSP00000365906;ENSP00000473089;
ENSG00000269067	zf-C2H2	ENSP00000471593;
ENSG00000197937	zf-C2H2	ENSP00000471712;ENSP00000405218;ENSP00000334146;
ENSG00000269649	zf-C2H2	ENSP00000471800;ENSP00000469801;ENSP00000470266;
ENSG00000257446	zf-C2H2	ENSP00000472036;ENSP00000447931;
ENSG00000198816	zf-C2H2	ENSP00000472305;ENSP00000377873;
ENSG00000269699	zf-C2H2	ENSP00000472306;ENSP00000375589;ENSP00000468984;ENSP00000470326;ENSP00000221722;
ENSG00000160352	zf-C2H2	ENSP00000472368;ENSP00000468862;
ENSG00000167766	zf-C2H2	ENSP00000472619;ENSP00000301096;ENSP00000445470;ENSP00000445993;ENSP00000375666;ENSP00000440713;ENSP00000439681;
ENSG00000083838	zf-C2H2	ENSP00000472802;ENSP00000472219;
ENSG00000142528	zf-C2H2	ENSP00000472808;ENSP00000375697;ENSP00000270617;ENSP00000388961;
ENSG00000171649	zf-C2H2	ENSP00000472867;ENSP00000438487;ENSP00000468937;
ENSG00000262124	zf-C2H2	ENSP00000472909;ENSP00000461645;ENSP00000459821;
ENSG00000183850	zf-C2H2	ENSP00000472959;
ENSG00000269693	zf-C2H2	ENSP00000473043;
ENSG00000182986	zf-C2H2	ENSP00000473091;ENSP00000375660;
ENSG00000198185	zf-C2H2	ENSP00000473194;ENSP00000255129;ENSP00000402582;
ENSG00000196409	zf-C2H2	ENSP00000473484;ENSP00000434029;ENSP00000366853;ENSP00000408462;
ENSG00000272120	zf-C2H2	ENSP00000475154;ENSP00000476020;ENSP00000475994;ENSP00000475536;
ENSG00000273439	zf-C2H2	ENSP00000476449;
ENSG00000272602	zf-C2H2	ENSP00000476534;ENSP00000476367;ENSP00000477269;ENSP00000476345;ENSP00000477392;ENSP00000476435;ENSP00000477460;ENSP00000476408;
ENSG00000272889	zf-C2H2	ENSP00000476843;
ENSG00000272957	zf-C2H2	ENSP00000477280;
ENSG00000272580	zf-C2H2	ENSP00000477498;ENSP00000477250;
ENSG00000136504	zf-C2HC	ENSP00000259021;ENSP00000409477;ENSP00000424577;ENSP00000413415;ENSP00000398961;ENSP00000423385;ENSP00000429939;
ENSG00000147488	zf-C2HC	ENSP00000276480;ENSP00000428521;
ENSG00000186487	zf-C2HC	ENSP00000382114;ENSP00000396103;ENSP00000384219;ENSP00000473409;ENSP00000382111;
ENSG00000154655	zf-C2HC	ENSP00000382976;ENSP00000444774;ENSP00000284898;ENSP00000382975;ENSP00000318543;
ENSG00000185513	zf-C2HC	ENSP00000402107;ENSP00000362227;ENSP00000362226;ENSP00000403316;ENSP00000410139;ENSP00000398516;
ENSG00000196132	zf-C2HC	ENSP00000442412;ENSP00000353269;ENSP00000327465;
ENSG00000130700	zf-GATA	ENSP00000252997;
ENSG00000141448	zf-GATA	ENSP00000269216;ENSP00000462313;
ENSG00000149480	zf-GATA	ENSP00000278823;ENSP00000431797;ENSP00000431346;
ENSG00000182979	zf-GATA	ENSP00000333633;ENSP00000384180;ENSP00000394106;ENSP00000385702;
ENSG00000142599	zf-GATA	ENSP00000338629;ENSP00000383700;ENSP00000366684;ENSP00000465133;
ENSG00000179348	zf-GATA	ENSP00000345681;ENSP00000400259;ENSP00000417074;
ENSG00000143614	zf-GATA	ENSP00000357644;
ENSG00000102145	zf-GATA	ENSP00000365858;ENSP00000365853;
ENSG00000107485	zf-GATA	ENSP00000368632;ENSP00000341619;
ENSG00000104447	zf-GATA	ENSP00000379065;ENSP00000428121;ENSP00000428680;ENSP00000220888;ENSP00000428910;
ENSG00000220201	zf-GATA	ENSP00000384434;ENSP00000385403;
ENSG00000057935	zf-GATA	ENSP00000385823;ENSP00000385241;ENSP00000385045;ENSP00000384249;ENSP00000383973;ENSP00000386763;
ENSG00000136574	zf-GATA	ENSP00000435712;ENSP00000334458;ENSP00000435347;ENSP00000435043;
ENSG00000261345	zf-GATA	ENSP00000456153;
ENSG00000261992	zf-GATA	ENSP00000458280;
ENSG00000267841	zf-GATA	ENSP00000469059;ENSP00000472899;
ENSG00000270410	zf-GATA	ENSP00000473898;ENSP00000474399;ENSP00000474084;ENSP00000474244;
ENSG00000189067	zf-LITAF-like	ENSP00000371231;ENSP00000461813;ENSP00000340118;ENSP00000458836;ENSP00000459138;ENSP00000461667;ENSP00000397958;ENSP00000460133;ENSP00000459533;ENSP00000458981;ENSP00000460743;ENSP00000458871;
ENSG00000089486	zf-LITAF-like	ENSP00000454994;ENSP00000457877;ENSP00000382508;ENSP00000455050;ENSP00000455462;ENSP00000466186;
ENSG00000134758	zf-MIZ	ENSP00000261593;ENSP00000463153;ENSP00000462498;
ENSG00000105229	zf-MIZ	ENSP00000262971;
ENSG00000122515	zf-MIZ	ENSP00000311778;ENSP00000265346;ENSP00000396601;ENSP00000414723;ENSP00000409648;
ENSG00000108175	zf-MIZ	ENSP00000334474;
ENSG00000131788	zf-MIZ	ENSP00000376765;ENSP00000358304;
ENSG00000033800	zf-MIZ	ENSP00000438574;ENSP00000249636;
ENSG00000263461	zf-MIZ	ENSP00000464306;ENSP00000462044;
ENSG00000078043	zf-MIZ	ENSP00000465676;ENSP00000443238;ENSP00000317163;
ENSG00000086102	zf-NF-X1	ENSP00000368856;ENSP00000368836;ENSP00000317695;
ENSG00000170448	zf-NF-X1	ENSP00000370949;ENSP00000333113;ENSP00000422037;ENSP00000425812;
